timestamp,query,route,top_score,second_score,score_gap,n_candidates_above_threshold,clarification_triggered,clarification_reason
1770888589.6742668,ขอเบอร์ศูนย์นครหน่อย,contact_miss_strict,0.0,0.0,0.0,0,False,none
1770888600.9045498,ขอเบอร์ศูนย์นครรศรีธรรมราชฃ,contact_miss_strict,0.0,0.0,0.0,0,False,none
1770888605.495475,ขอเบอร์ศูนย์นครรศรีธรรมราช,contact_miss_strict,0.0,0.0,0.0,0,False,none
1770888837.9261692,เบอร์นครศรีธรรมราช,contact_hit_contact_book_fuzzy,0.0,0.0,0.0,0,False,none
1770888863.196438,MAC Addrass ของยี่ห้อแปลกๆ,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770888869.254441,huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770888944.679074,ใครคือผจ,position_ambiguous,0.0,0.0,0.0,0,False,none
1770888949.364179,ใช่,position_lookup,0.0,0.0,0.0,0,False,none
1770888954.4778528,ศูนย์หาดใหญ่,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1770888966.330396,ขอเบอร์ศูนย์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1770888968.033916,รวบรวมคำสั่งใช้งาน (Command Reference),blocked_scope,0.0,0.0,0.0,0,False,none
1770888968.033916,รวบรวมคำสั่งใช้งาน (Command Reference),blocked_scope,0.0,0.0,0.0,0,False,none
1770888977.4359949,MAC Addrass ของยี่ห้อแปลกๆ,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770888983.804749,huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770888988.832951,คำสั่ง huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770888995.124659,สวัสดีครับ,greeting_gate,0.0,0.0,0.0,0,False,none
1770889005.939469,การทำbrifgrระหว่างport,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1770889709.527123,เบอร์ csoc,contact_broad_list,0.0,0.0,0.0,0,False,none
1770889709.547949,ใครคือผจ,position_ambiguous,0.0,0.0,0.0,0,False,none
1770889709.5558631,วิธีตั้งค่า router,blocked_scope,0.0,0.0,0.0,0,False,none
1770889740.6374688,เบอร์ csoc,contact_broad_list,0.0,0.0,0.0,0,False,none
1770889740.654669,ใครคือผจ,position_ambiguous,0.0,0.0,0.0,0,False,none
1770889740.662517,วิธีตั้งค่า router,blocked_scope,0.0,0.0,0.0,0,False,none
1770889854.9865339,ขอเบอร์นคร,contact_miss_strict,0.0,0.0,0.0,0,False,none
1770889858.306756,ขอเบอร์นครศรี,contact_miss_strict,0.0,0.0,0.0,0,False,none
1770889862.075118,ขอเบอร์นครศรีธรรมราช,contact_hit_contact_book_fuzzy,0.0,0.0,0.0,0,False,none
1770890522.0807428,ขอคู่มือหน่อย,blocked_ambiguous,0.0,0.0,0.0,0,False,none
1770890657.4410381,ขอคำสั่ง Huaweiหน่อย,pending_clarification,0.0,0.0,0.0,0,False,none
1770890667.301333,FTTx Huawei Native vlan,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770890686.8619132,ขอคำสั่ง NCS หน่อย,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770890707.920264,ont password,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770890733.717012,ขอเบอร์นคร,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770890746.887579,ขอเบอร์นครศรี,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770890763.487968,ขอเบอรอร์ศุนย์นครหน่อย,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770890777.437408,อเบอร์ศูนย์นครหน่อย,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770890835.9051762,่huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770890838.0980978,1,article_link_only_index,0.0,0.0,0.0,0,False,none
1770890858.594522,ขอเบอร์ศูนย์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1770890860.9542558,1,article_link_only_index,0.0,0.0,0.0,0,False,none
1770891259.4608388,ขอเบอร์นคร,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770891322.1368692,ขอเบอร์นคร,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770891360.4584541,ขอเบอร์นคร,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770891404.980243,1,contact_hit_choice,0.0,0.0,0.0,0,False,none
1770891494.368813,ขอเบอร์ศูนย์นครหน่อย,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770891497.995666,ขอเบอร์ศูนย์นครห,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770891503.16692,ขอเบอร์ศูนคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770891523.2912588,ขอเบอร์ศูนย์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1770891533.589613,ขอเบอร์ศูนย์หนคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770891539.303286,ขอเบอร์ศูนย์นคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770891546.453977,ขอเบอร์ศูนย์นครศรี,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770891550.4286878,ขอเบอร์ศูนย์นครศรีธรรมราช,contact_hit_team,0.0,0.0,0.0,0,False,none
1770892109.600106,1,article_link_only_index,0.0,0.0,0.0,0,False,none
1770892180.800761,1,contact_hit_choice,0.0,0.0,0.0,0,False,none
1770892273.828706,1,contact_hit_choice,0.0,0.0,0.0,0,False,none
1770892398.78865,ขอเบอร์ศูนย์นครศรีธรรมราช,contact_hit_team,0.0,0.0,0.0,0,False,none
1770892403.315166,ขอเบอร์ศูนย์นครศ,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770892416.493588,ขอเบอร์ RNOC หาดใหญ่,contact_hit_contact_book_fuzzy,0.0,0.0,0.0,0,False,none
1770892421.885421,ขอเบอร์ OM C หาดใหญ่,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770892428.817065,ขอเบอร์ศูนย์น,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770892436.976753,ขอเบอร์ศูนย์,contact_broad_list,0.0,0.0,0.0,0,False,none
1770892444.9866638,manual,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770892451.19212,huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770892456.197089,สวัสดี,greeting_gate,0.0,0.0,0.0,0,False,none
1770892733.10732,สวัสดีครับ,greeting_gate,0.0,0.0,0.0,0,False,none
1770892800.576092,สวัสดีครับ,greeting_early_exit,0.0,0.0,0.0,0,False,none
1770892800.5808609,สวัสดี,greeting_early_exit,0.0,0.0,0.0,0,False,none
1770892800.5810728,สวัสดี ขอเบอร์,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770910381.120335,ขอเบอร์ศูนย์นครศรีธรรมราช,contact_hit_team,0.0,0.0,0.0,0,False,none
1770910386.464305,ขอเบอร์ศูนย์นคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770910391.8499022,ขอเบอร์ศูนย์นครศ,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770910396.966987,ขอเบอร์ศูนย์,contact_broad_list,0.0,0.0,0.0,0,False,none
1770910401.6839528,ขอเบอร์ศูนย์abcxyz,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770910406.852858,ขอเบอร์ IP Network,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770911235.21371,สวัสดีครับ,greeting_early_exit,0.0,0.0,0.0,0,False,none
1770911243.2306502,ขอเบอร์ศูนย์นครศรีธรรมราช,contact_hit_team,0.0,0.0,0.0,0,False,none
1770911252.813843,ขอเบอร์ศูนย์นคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770911259.012681,ขอเบอร์ศูนย์นครศรี,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770911267.340706,ขอเบอร์ศูนย์,contact_broad_list,0.0,0.0,0.0,0,False,none
1770911275.004456,ขอเบอร์ IP Network,contact_hit_contact_book_fuzzy,0.0,0.0,0.0,0,False,none
1770911279.887249,ขอเบอร์ network,contact_hit_contact_book_fuzzy,0.0,0.0,0.0,0,False,none
1770911286.335968,OLT คืออะไร,blocked_ambiguous,0.0,0.0,0.0,0,False,none
1770911293.023201,ขั้นตอน migration network,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770922233.323738,ขอเบอร์ศูนย์นคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770922238.4051352,ขอเบอร์ศูนย์นครศรี,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770922243.0516632,ขอเบอร์นคร,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770923874.229511,ขอเบอร์ศูนย์นคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770923878.573357,ขอเบอร์ศูนย์นครศรี,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770923881.8886771,ขอเบอร์นคร,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770924488.69522,ขอเบอร์ศูนย์นคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770924492.4508958,ขอเบอร์ศูนย์นครศรี,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770924495.920306,ขอเบอร์นคร,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770925465.4126499,ขอเบอร์ศูนย์นคร,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1770925709.7889762,ขอเบอร์ศูนย์นคร,contact_hit_contact_prefix_match,0.0,0.0,0.0,0,False,none
1770925717.524449,ขอเบอร์ศูนย์นครศรี,contact_hit_contact_prefix_match,0.0,0.0,0.0,0,False,none
1770925721.4932501,ขอเบอร์นคร,contact_prefix_ambiguous,0.0,0.0,0.0,0,False,none
1770925729.3274398,ใครคือผจ,position_ambiguous,0.0,0.0,0.0,0,False,none
1770925731.13976,ใช่,position_lookup,0.0,0.0,0.0,0,False,none
1770925734.767395,คำสั่งhuawei,article_link_only,0.0,0.0,0.0,0,False,none
1770925755.603311,huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770925759.6146991,คำสั่ง huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770925782.702059,คำสั่งhuawei,article_link_only,0.0,0.0,0.0,0,False,none
1770925794.6229062,คำสั่ง huaweii,pending_clarification,0.0,0.0,0.0,0,False,none
1770926155.79587,คำสั่งhuawei,article_link_only,0.0,0.0,0.0,0,False,none
1770926166.156438,commandzte,article_link_only_index,0.0,0.0,0.0,0,False,none
1770926177.5890298,huaweiคำสั่ง,article_link_only,0.0,0.0,0.0,0,False,none
1770926205.989346,clihuawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770926210.2769861,huawei add vlan,article_answer,0.0,0.0,0.0,0,False,none
1770926221.391218,huawei ma5680t,article_answer,0.0,0.0,0.0,0,False,none
1770926632.172172,คำสั่งhuawei,article_link_only,0.0,0.0,0.0,0,False,none
1770926902.025113,คำสั่งhuawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770926905.073913,คำสั่งhu awei,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1770926918.546137,รวบรวมคำสั่งใช้งาน (Command Reference),blocked_scope,0.0,0.0,0.0,0,False,none
1770926918.546137,รวบรวมคำสั่งใช้งาน (Command Reference),blocked_scope,0.0,0.0,0.0,0,False,none
1770927194.878477,HUAWEI command,pending_clarification,0.0,0.0,0.0,0,False,none
1770927201.838645,command h uawei,article_link_only_exact,0.0,0.0,0.0,0,False,none
1770927216.538202,คำสั่งhuawei,pending_clarification,0.0,0.0,0.0,0,False,none
1770927229.206419,เบอร?ศูนย์นราธิวาส,contact_hit_team,0.0,0.0,0.0,0,False,none
1770927239.121411,ztecommand,pending_clarification,0.0,0.0,0.0,0,False,none
1770927248.519878,ZTE C320 COMMANDLINE FOR MAINTENANCE,article_link_only_exact,0.0,0.0,0.0,0,False,none
1771235844.5311549,สวัสดี,greeting_early_exit,0.0,0.0,0.0,0,False,none
1771235844.540001,exit,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771235908.7419038,สวัสดี,greeting_early_exit,0.0,0.0,0.0,0,False,none
1771235911.295553,ใครคือผจ,position_ambiguous,0.0,0.0,0.0,0,False,none
1771235912.501442,ใช่,position_lookup,0.0,0.0,0.0,0,False,none
1771235917.8383338,ขอเบอร์ศูนย์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771235924.486805,ขอเบอร์ศูนย์ชุมพร,contact_hit_team,0.0,0.0,0.0,0,False,none
1771235931.9725099,ทะเบียนสินทรัพย์,article_link_only_exact,0.0,0.0,0.0,0,False,none
1771235941.7073832,คำสั่ง huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1771236612.565747,คำสั่งhuawei,pending_clarification,0.0,0.0,0.0,0,False,none
1771237697.874308,คำสั่ง huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1771238031.3757608,คำสั่ง huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1771238039.628716,2,numeric_selection_resolved,0.0,0.0,0.0,0,False,none
1771238051.57484,ขอเบอร์ISP,contact_hit_contact_book_fuzzy,0.0,0.0,0.0,0,False,none
1771238062.072194,คู่มือประกอบการวิเคราะห์ปัญหาเบื้องต้น,article_link_only_exact,0.0,0.0,0.0,0,False,none
1771238608.310258,ขอเบอร์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771238608.3475351,ขอเบอร์CSOC,contact_broad_list,0.0,0.0,0.0,0,False,none
1771238608.364418,เบอร์ศูนย์ภูเก็ต,contact_hit_team,0.0,0.0,0.0,0,False,none
1771238675.711518,ขอเบอร์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771238675.735498,ขอเบอร์CSOC,contact_broad_list,0.0,0.0,0.0,0,False,none
1771238675.748872,เบอร์ศูนย์ภูเก็ต,contact_hit_team,0.0,0.0,0.0,0,False,none
1771238675.761678,ผจ.สบลตน.,article_link_only_exact,0.0,0.0,0.0,0,False,none
1771238675.809759,เบอร์ช่างบางเขน,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1771238675.824409,IP Network,article_link_only,0.0,0.0,0.0,0,False,none
1771238690.843564,ทะเบียนสินทรัพย์,article_link_only_exact,0.0,0.0,0.0,0,False,none
1771238690.856568,FTTx คืออะไร,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1771238697.0384278,ONuT,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771238697.041892,ขอเบอร์ CSOC หน่อย,contact_broad_list,0.0,0.0,0.0,0,False,none
1771238697.057634,เบอร์โทรศัพท์ของ CSOC,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1771238697.073429,อยากติดต่อหาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771238697.082926,OLT มันคืออะไรหว่า,blocked_ambiguous,0.0,0.0,0.0,0,False,none
1771238697.089088,เบอร์หาดใหญญญ,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1771238854.5829551,ขอเบอร์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771238854.615284,ขอเบอร์CSOC,contact_broad_list,0.0,0.0,0.0,0,False,none
1771238854.629945,ผจ.สบลตน.,article_link_only_exact,0.0,0.0,0.0,0,False,none
1771238854.6747048,ทะเบียนสินทรัพย์,article_link_only_exact,0.0,0.0,0.0,0,False,none
1771238854.682994,FTTx,article_link_only_exact,0.0,0.0,0.0,0,False,none
1771238854.686611,ขอเบอร์หาดใหญ่หน่อย,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771238854.700617,เบอร์โทรศัพท์ของหาดใหญ่,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1771238854.715724,OLT คืออะไร,blocked_ambiguous,0.0,0.0,0.0,0,False,none
1771239523.252473,ขอเบอร์UMUX,contact_hit_contact_book_fuzzy,0.0,0.0,0.0,0,False,none
1771239523.278822,ขอเบอร์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771239523.292392,ขอเบอร์ CSOC,contact_broad_list,0.0,0.0,0.0,0,False,none
1771239523.306507,สวัสดี,greeting_early_exit,0.0,0.0,0.0,0,False,none
1771239890.846215,OLT มัน คืออะไร หว่า,blocked_ambiguous,0.0,0.0,0.0,0,False,none
1771239890.862606,ขอเบอร์CSOC เนี่ย,contact_broad_list,0.0,0.0,0.0,0,False,none
1771239890.8872142,GPON ทำงานยังไง รึเปล่า,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1771239900.469864,ขอเบอร์หาดใหญ่ นะ,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771239900.483485,OLT คืออะไร,blocked_ambiguous,0.0,0.0,0.0,0,False,none
1771266970.743158,อยากติดต่อ CSOC,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771266970.779358,บอกเบอร์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771266970.797933,OLT ทำงานยังไง,blocked_ambiguous,0.0,0.0,0.0,0,False,none
1771266970.805835,ขอเบอร์ OMC,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771269249.094573,ขอเบอร์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771269253.641751,เบอร์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771269258.514761,บอกเบอร์หาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771269262.9887779,ติดต่อหาดใหญ่,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771269694.8763552,ศูนย์หาดใหญ่โทรอะไร,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1771270455.523354,ศูนย์หาดใหญ่โทรอะไร,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1771270789.6198652,ศูนย์หาดใหญ่โทรอะไร,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771270808.127761,ขอเบอร์,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771270814.041976,เบอร์ศูนย์,contact_broad_list,0.0,0.0,0.0,0,False,none
1771270820.120057,โทรศูนย์,contact_broad_list,0.0,0.0,0.0,0,False,none
1771270827.06021,สมาชิก helpdesk,team_hit,0.0,0.0,0.0,0,False,none
1771270835.084429,ทีม help desk,team_hit,0.0,0.0,0.0,0,False,none
1771270843.317319,helpdesk มีใครบ้าง,team_hit,0.0,0.0,0.0,0,False,none
1771270851.4583209,คนใน fttx,team_hit,0.0,0.0,0.0,0,False,none
1771270859.31267,สมาชิกงาน,team_ambiguous,0.0,0.0,0.0,0,False,none
1771270867.811142,huawei command,pending_clarification,0.0,0.0,0.0,0,False,none
1771270873.7696881,huawei มีอะไรบ้าง,pending_clarification,0.0,0.0,0.0,0,False,none
1771270879.223561,คำสั่ง huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1771270890.892201,3,numeric_selection_resolved,0.0,0.0,0.0,0,False,none
1771270897.0636978,OLT คืออะไร,blocked_ambiguous,0.0,0.0,0.0,0,False,none
1771270904.241591,UMUX คืออะไร,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1771270910.737,FTTx คืออะไร,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1771270917.101753,อยากติดต่อ csoc,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771270922.3432598,หาเบอร์ umux,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1771270932.306904,สมาชิก helpdesk,team_hit,0.0,0.0,0.0,0,False,none
1771270938.31659,ขอเบอร์,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771270945.241759,คำสั่ง huawei,pending_clarification,0.0,0.0,0.0,0,False,none
1771270947.1846242,2,numeric_selection_resolved,0.0,0.0,0.0,0,False,none
1771270950.977957,ขอเบอร์,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771270958.56864,ขอเบอร์เชียงใหม่,contact_miss_domain_strict,0.0,0.0,0.0,0,False,none
1771270963.4326131,ทีม AI,team_miss,0.0,0.0,0.0,0,False,none
1771271738.046608,ศูนย์หาดใหญ่โทรอะไร,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771271738.078294,ขอเบอร์,contact_hit_team,0.0,0.0,0.0,0,False,none
1771272349.7942688,ศูนย์หาดใหญ่โทรอะไร,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771272353.392981,ขอเบอร์,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771272412.949342,ศูนย์หาดใหญ่โทรอะไร,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771272418.8292649,ของ RNOC ละ,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1771272431.714071,สมาชิก helpdesk,team_hit,0.0,0.0,0.0,0,False,none
1771272436.662982,ขอเบอร์,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771272750.817226,ศูนย์หาดใหญ่โทรอะไร,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771272750.844756,ขอเบอร์,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771272840.18133,ศูนย์หาดใหญ่โทรอะไร,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771272843.908007,ของ RNOC ละ,clarification_low_confidence,0.0,0.0,0.0,0,False,none
1771273106.70821,ศูนย์หาดใหญ่โทรอะไร,contact_ambiguous,0.0,0.0,0.0,0,False,none
1771273110.9402292,ของ RNOC ละ,knowledge_pack,0.0,0.0,0.0,0,False,none
1771273214.9956381,ศูนย์หาดใหญ่โทรอะไร,contact_ambiguous,0.0,0.0,0.0,0,False,none
